County,State,State Abbreviation,County Population,FIPS - County Code,County Name Fragment,County % of State Population,State Population
Pittsylvania County,Virginia,VA,60148,51143,pittsylvania-county-va,0.006826315840246414,8811195
Powhatan County,Virginia,VA,31074,51145,powhatan-county-va,0.003526649903900663,8811195
Prince Edward County,Virginia,VA,21932,51147,prince-edward-county-va,0.0024891061882071613,8811195
Prince George County,Virginia,VA,42873,51149,prince-george-county-va,0.004865741820490864,8811195
Prince William County,Virginia,VA,484625,51153,prince-william-county-va,0.055001052638149535,8811195
Pulaski County,Virginia,VA,33771,51155,pulaski-county-va,0.003832737784148461,8811195
Rappahannock County,Virginia,VA,7409,51157,rappahannock-county-va,0.0008408621078071704,8811195
Richmond County,Virginia,VA,9047,51159,richmond-county-va,0.001026761977234643,8811195
Roanoke County,Virginia,VA,96793,51161,roanoke-county-va,0.010985229585771283,8811195
Rockbridge County,Virginia,VA,22578,51163,rockbridge-county-va,0.002562422009727398,8811195
Rockingham County,Virginia,VA,84739,51165,rockingham-county-va,0.00961719721331783,8811195
Russell County,Virginia,VA,25635,51167,russell-county-va,0.0029093670041350802,8811195
Scott County,Virginia,VA,21504,51169,scott-county-va,0.0024405316191504103,8811195
Shenandoah County,Virginia,VA,44630,51171,shenandoah-county-va,0.005065147235987854,8811195
Smyth County,Virginia,VA,29585,51173,smyth-county-va,0.003357660340056031,8811195
Southampton County,Virginia,VA,17988,51175,southampton-county-va,0.0020414938041888758,8811195
Spotsylvania County,Virginia,VA,143876,51177,spotsylvania-county-va,0.016328772657965236,8811195
Stafford County,Virginia,VA,160520,51179,stafford-county-va,0.018217733235957212,8811195
Surry County,Virginia,VA,6552,51181,surry-county-va,0.0007435994777098907,8811195
Sussex County,Virginia,VA,10793,51183,sussex-county-va,0.0012249189809100808,8811195
Tazewell County,Virginia,VA,39933,51185,tazewell-county-va,0.004532075388185144,8811195
Warren County,Virginia,VA,41104,51187,warren-county-va,0.004664974501188545,8811195
Washington County,Virginia,VA,53913,51191,washington-county-va,0.006118693321393976,8811195
Westmoreland County,Virginia,VA,18683,51193,westmoreland-county-va,0.0021203707329142075,8811195
Wise County,Virginia,VA,35727,51195,wise-county-va,0.004054728104417165,8811195
Wythe County,Virginia,VA,28219,51197,wythe-county-va,0.0032026302902160263,8811195
York County,Virginia,VA,70590,51199,york-county-va,0.008011399134850607,8811195
Alexandria city,Virginia,VA,156788,51510,alexandria-city-va,0.017794181152499745,8811195
Bedford city,Virginia,VA,,51515,bedford-city-va,,8811195
Bristol city,Virginia,VA,17024,51520,bristol-city-va,0.0019320875318274082,8811195
Buena Vista city,Virginia,VA,6612,51530,buena-vista-city-va,0.000750408996736538,8811195
Charlottesville city,Virginia,VA,45863,51540,charlottesville-city-va,0.005205082851985457,8811195
Chesapeake city,Virginia,VA,251153,51550,chesapeake-city-va,0.028503852201659366,8811195
Clifton Forge city,Virginia,VA,,51560,clifton-forge-city-va,,8811195
Colonial Heights city,Virginia,VA,18210,51570,colonial-heights-city-va,0.002066689024587471,8811195
Covington city,Virginia,VA,5671,51580,covington-city-va,0.0006436130400019521,8811195
Danville city,Virginia,VA,42239,51590,danville-city-va,0.004793787902775957,8811195
Emporia city,Virginia,VA,5633,51595,emporia-city-va,0.0006393003446184088,8811195
Fairfax city,Virginia,VA,24478,51600,fairfax-city-va,0.002778056778904564,8811195
Falls Church city,Virginia,VA,14593,51610,falls-church-city-va,0.001656188519264413,8811195
Franklin city,Virginia,VA,8212,51620,franklin-city-va,0.0009319961707804674,8811195
Fredericksburg city,Virginia,VA,28383,51630,fredericksburg-city-va,0.003221242975555529,8811195
Galax city,Virginia,VA,6698,51640,galax-city-va,0.0007601693073413992,8811195
Hampton city,Virginia,VA,137334,51650,hampton-city-va,0.01558630810009312,8811195
Harrisonburg city,Virginia,VA,51492,51660,harrisonburg-city-va,0.005843929228668756,8811195
Hopewell city,Virginia,VA,22944,51670,hopewell-city-va,0.0026039600757899466,8811195
Lexington city,Virginia,VA,7420,51678,lexington-city-va,0.0008421105196287223,8811195
Lynchburg city,Virginia,VA,79255,51680,lynchburg-city-va,0.008994807174282263,8811195
Manassas city,Virginia,VA,42674,51683,manassas-city-va,0.00484315691571915,8811195
Manassas Park city,Virginia,VA,16923,51685,manassas-park-city-va,0.0019206248414658852,8811195
Martinsville city,Virginia,VA,13584,51690,martinsville-city-va,0.0015416751076329602,8811195
Newport News city,Virginia,VA,184774,51700,newport-news-city-va,0.020970367810495626,8811195
Norfolk city,Virginia,VA,235037,51710,norfolk-city-va,0.026674815391101888,8811195
Norton city,Virginia,VA,3620,51720,norton-city-va,0.00041084098127439013,8811195
Petersburg city,Virginia,VA,33365,51730,petersburg-city-va,0.0037866600387348143,8811195
Poquoson city,Virginia,VA,12556,51735,poquoson-city-va,0.0014250053483097355,8811195
Portsmouth city,Virginia,VA,97299,51740,portsmouth-city-va,0.011042656529562676,8811195
Radford city,Virginia,VA,16505,51750,radford-city-va,0.0018731851922469086,8811195
Richmond city,Virginia,VA,227595,51760,richmond-city-va,0.025830208047830063,8811195
Roanoke city,Virginia,VA,98677,51770,roanoke-city-va,0.01119904848320801,8811195
Salem city,Virginia,VA,25477,51775,salem-city-va,0.0028914352706982424,8811195
"South Boston city||(After 1990, part of Halifax County)",Virginia,VA,,51780,"south-boston-city||(after-1990,-part-of-halifax-county)-va",,8811195
Staunton city,Virginia,VA,25765,51790,staunton-city-va,0.00292412096202615,8811195
Suffolk city,Virginia,VA,96638,51800,suffolk-city-va,0.010967638328285777,8811195
Virginia Beach city,Virginia,VA,457066,51810,virginia-beach-city-va,0.05187332705722663,8811195
Waynesboro city,Virginia,VA,22574,51820,waynesboro-city-va,0.002561968041792288,8811195
Williamsburg city,Virginia,VA,15564,51830,williamsburg-city-va,0.0017663892355123227,8811195
Winchester city,Virginia,VA,27981,51840,winchester-city-va,0.0031756191980769916,8811195
Adams County,Washington,WA,20690,53001,adams-county-wa,0.0025998406670871984,7958180
Asotin County,Washington,WA,22424,53003,asotin-county-wa,0.002817729681912196,7958180
Benton County,Washington,WA,210224,53005,benton-county-wa,0.026416090111055543,7958180
Chelan County,Washington,WA,79518,53007,chelan-county-wa,0.009991983091611398,7958180
Clallam County,Washington,WA,77593,53009,clallam-county-wa,0.009750093614369114,7958180
Clark County,Washington,WA,510516,53011,clark-county-wa,0.0641498433058815,7958180
Columbia County,Washington,WA,3996,53013,columbia-county-wa,0.0005021248576935933,7958180
Cowlitz County,Washington,WA,111539,53015,cowlitz-county-wa,0.014015641767338763,7958180
Douglas County,Washington,WA,43733,53017,douglas-county-wa,0.00549535195233081,7958180
Ferry County,Washington,WA,7326,53019,ferry-county-wa,0.000920562239104921,7958180
Franklin County,Washington,WA,97676,53021,franklin-county-wa,0.012273660560580435,7958180
Garfield County,Washington,WA,2326,53023,garfield-county-wa,0.00029227788263145595,7958180
Grant County,Washington,WA,100428,53025,grant-county-wa,0.01261946827038343,7958180
Grays Harbor County,Washington,WA,76397,53027,grays-harbor-county-wa,0.009599807996300662,7958180
Island County,Washington,WA,86747,53029,island-county-wa,0.010900356614200734,7958180
Jefferson County,Washington,WA,33313,53031,jefferson-county-wa,0.004186007353440108,7958180
King County,Washington,WA,2262713,53033,king-county-wa,0.2843254362178287,7958180
Kitsap County,Washington,WA,276581,53035,kitsap-county-wa,0.03475430311955749,7958180
Kittitas County,Washington,WA,44736,53037,kittitas-county-wa,0.0056213857942393865,7958180
Klickitat County,Washington,WA,23082,53039,klickitat-county-wa,0.002900411903224104,7958180
Lewis County,Washington,WA,83925,53041,lewis-county-wa,0.010545752923407111,7958180
Lincoln County,Washington,WA,11271,53043,lincoln-county-wa,0.001416278596362485,7958180
Mason County,Washington,WA,66968,53045,mason-county-wa,0.008414989356863002,7958180
Okanogan County,Washington,WA,42811,53047,okanogan-county-wa,0.005379496316997102,7958180
Pacific County,Washington,WA,23750,53049,pacific-county-wa,0.002984350693248959,7958180
Pend Oreille County,Washington,WA,13811,53051,pend-oreille-county-wa,0.0017354470494510051,7958180
Pierce County,Washington,WA,924106,53053,pierce-county-wa,0.11612026870465357,7958180
San Juan County,Washington,WA,18266,53055,san-juan-county-wa,0.0022952484110688623,7958180
Skagit County,Washington,WA,130407,53057,skagit-county-wa,0.01638653561492703,7958180
Skamania County,Washington,WA,12276,53059,skamania-county-wa,0.0015425637520136513,7958180
Snohomish County,Washington,WA,834648,53061,snohomish-county-wa,0.10487925631237292,7958180
Spokane County,Washington,WA,544323,53063,spokane-county-wa,0.06839792515374118,7958180
Stevens County,Washington,WA,47470,53065,stevens-county-wa,0.005964931680359077,7958180
Thurston County,Washington,WA,296640,53067,thurston-county-wa,0.03727485430085773,7958180
Wahkiakum County,Washington,WA,4573,53069,wahkiakum-county-wa,0.0005746288724306311,7958180
Walla Walla County,Washington,WA,62102,53071,walla-walla-county-wa,0.007803543021143025,7958180
Whatcom County,Washington,WA,228432,53073,whatcom-county-wa,0.028704050423589315,7958180
Whitman County,Washington,WA,47042,53075,whitman-county-wa,0.005911150539444948,7958180
Yakima County,Washington,WA,256605,53077,yakima-county-wa,0.032244181458574696,7958180
Barbour County,West Virginia,WV,15454,54001,barbour-county-wv,0.00873117703656371,1769979
Berkeley County,West Virginia,WV,126165,54003,berkeley-county-wv,0.07128050671787631,1769979
Boone County,West Virginia,WV,21312,54005,boone-county-wv,0.012040820823297903,1769979
Braxton County,West Virginia,WV,12345,54007,braxton-county-wv,0.00697465902137822,1769979
Brooke County,West Virginia,WV,22053,54009,brooke-county-wv,0.01245946985811696,1769979
Cabell County,West Virginia,WV,93300,54011,cabell-county-wv,0.052712489809201124,1769979
Calhoun County,West Virginia,WV,6158,54013,calhoun-county-wv,0.003479137323098184,1769979
Clay County,West Virginia,WV,7946,54015,clay-county-wv,0.004489318799827569,1769979
Doddridge County,West Virginia,WV,7767,54017,doddridge-county-wv,0.004388187656463721,1769979
Fayette County,West Virginia,WV,39987,54019,fayette-county-wv,0.02259179346195633,1769979
Gilmer County,West Virginia,WV,7376,54021,gilmer-county-wv,0.004167281080735986,1769979
Grant County,West Virginia,WV,10972,54023,grant-county-wv,0.006198943603285689,1769979
Greenbrier County,West Virginia,WV,32688,54025,greenbrier-county-wv,0.018468015722220434,1769979
Hampshire County,West Virginia,WV,23340,54027,hampshire-county-wv,0.013186597129118481,1769979
Hancock County,West Virginia,WV,28658,54029,hancock-county-wv,0.016191152550397492,1769979
Hardy County,West Virginia,WV,14236,54031,hardy-county-wv,0.008043033278925908,1769979
Harrison County,West Virginia,WV,65407,54033,harrison-county-wv,0.036953545776531815,1769979
Jackson County,West Virginia,WV,27753,54035,jackson-county-wv,0.015679847049032785,1769979
Jefferson County,West Virginia,WV,58546,54037,jefferson-county-wv,0.03307722859988734,1769979
Kanawha County,West Virginia,WV,178198,54039,kanawha-county-wv,0.10067803064330141,1769979
Lewis County,West Virginia,WV,16808,54041,lewis-county-wv,0.009496157864019856,1769979
Lincoln County,West Virginia,WV,20170,54043,lincoln-county-wv,0.011395615428205646,1769979
Logan County,West Virginia,WV,31826,54045,logan-county-wv,0.017981004294401234,1769979
McDowell County,West Virginia,WV,18413,54047,mcdowell-county-wv,0.010402948283567207,1769979
Marion County,West Virginia,WV,56042,54049,marion-county-wv,0.03166252254970257,1769979
Marshall County,West Virginia,WV,30129,54051,marshall-county-wv,0.017022235857035592,1769979
Mason County,West Virginia,WV,25214,54053,mason-county-wv,0.014245366752938877,1769979
Mercer County,West Virginia,WV,59062,54055,mercer-county-wv,0.033368757482433405,1769979
Mineral County,West Virginia,WV,26922,54057,mineral-county-wv,0.01521034995330453,1769979
Mingo County,West Virginia,WV,22979,54059,mingo-county-wv,0.012982639907027145,1769979
Monongalia County,West Virginia,WV,106520,54061,monongalia-county-wv,0.060181504978307654,1769979
Monroe County,West Virginia,WV,12401,54063,monroe-county-wv,0.007006297814832831,1769979
Morgan County,West Virginia,WV,17327,54065,morgan-county-wv,0.00978938168192956,1769979
Nicholas County,West Virginia,WV,24446,54067,nicholas-county-wv,0.01381146329984706,1769979
Ohio County,West Virginia,WV,41904,54069,ohio-county-wv,0.02367485715932223,1769979
Pendleton County,West Virginia,WV,6111,54071,pendleton-county-wv,0.003452583335734492,1769979
Pleasants County,West Virginia,WV,7572,54073,pleasants-county-wv,0.004278016857827127,1769979
Pocahontas County,West Virginia,WV,7855,54075,pocahontas-county-wv,0.0044379057604638245,1769979
Preston County,West Virginia,WV,34204,54077,preston-county-wv,0.019324523059313134,1769979
Putnam County,West Virginia,WV,57250,54079,putnam-county-wv,0.0323450165227949,1769979
Raleigh County,West Virginia,WV,73666,54081,raleigh-county-wv,0.04161970283263248,1769979
Randolph County,West Virginia,WV,27782,54083,randolph-county-wv,0.015696231424214637,1769979
Ritchie County,West Virginia,WV,8372,54085,ritchie-county-wv,0.004729999621464436,1769979
Roane County,West Virginia,WV,13921,54087,roane-county-wv,0.007865065065743719,1769979
Summers County,West Virginia,WV,11833,54089,summers-county-wv,0.006685390052650342,1769979
Taylor County,West Virginia,WV,16543,54091,taylor-county-wv,0.009346438573564998,1769979
Tucker County,West Virginia,WV,6698,54093,tucker-county-wv,0.003784225688553367,1769979
Tyler County,West Virginia,WV,8181,54095,tyler-county-wv,0.004622088736646028,1769979
Upshur County,West Virginia,WV,23758,54097,upshur-county-wv,0.013422758123118975,1769979
Wayne County,West Virginia,WV,38498,54099,wayne-county-wv,0.02175054054313639,1769979
Webster County,West Virginia,WV,8253,54101,webster-county-wv,0.004662767185373386,1769979
Wetzel County,West Virginia,WV,14233,54103,wetzel-county-wv,0.008041338343562267,1769979
Wirt County,West Virginia,WV,5131,54105,wirt-county-wv,0.0028989044502787885,1769979
Wood County,West Virginia,WV,83829,54107,wood-county-wv,0.04736157886618994,1769979
Wyoming County,West Virginia,WV,20948,54109,wyoming-county-wv,0.011835168665842928,1769979
Adams County,Wisconsin,WI,20928,55001,adams-county-wi,0.003510835056345648,5960975
Ashland County,Wisconsin,WI,16050,55003,ashland-county-wi,0.0026925125503797615,5960975
Barron County,Wisconsin,WI,46741,55005,barron-county-wi,0.007841166923196289,5960975
Bayfield County,Wisconsin,WI,16410,55007,bayfield-county-wi,0.0027529053552480926,5960975
Brown County,Wisconsin,WI,269425,55009,brown-county-wi,0.0451981429212503,5960975
Buffalo County,Wisconsin,WI,13341,55011,buffalo-county-wi,0.00223805669374557,5960975
Burnett County,Wisconsin,WI,16741,55013,burnett-county-wi,0.002808433184168697,5960975
Calumet County,Wisconsin,WI,52626,55015,calumet-county-wi,0.008828421525002203,5960975
Chippewa County,Wisconsin,WI,66558,55017,chippewa-county-wi,0.011165623073406615,5960975
Clark County,Wisconsin,WI,34736,55019,clark-county-wi,0.005827234638628748,5960975
Columbia County,Wisconsin,WI,58322,55021,columbia-county-wi,0.00978396990425224,5960975
Crawford County,Wisconsin,WI,16064,55023,crawford-county-wi,0.0026948611594579744,5960975
Dane County,Wisconsin,WI,564777,55025,dane-county-wi,0.09474574209755954,5960975
Dodge County,Wisconsin,WI,88818,55027,dodge-county-wi,0.014899911507765089,5960975
Door County,Wisconsin,WI,30279,55029,door-county-wi,0.005079538162800549,5960975
Douglas County,Wisconsin,WI,44197,55031,douglas-county-wi,0.007414391102126749,5960975
Dunn County,Wisconsin,WI,45349,55033,dunn-county-wi,0.007607648077705409,5960975
Eau Claire County,Wisconsin,WI,106328,55035,eau-claire-county-wi,0.017837350433444192,5960975
Florence County,Wisconsin,WI,4617,55037,florence-county-wi,0.0007745377224363464,5960975
Fond du Lac County,Wisconsin,WI,104053,55039,fond-du-lac-county-wi,0.0174557014582346,5960975
Forest County,Wisconsin,WI,9261,55041,forest-county-wi,0.0015536049052378177,5960975
Grant County,Wisconsin,WI,51678,55043,grant-county-wi,0.00866938713884893,5960975
Green County,Wisconsin,WI,37036,55045,green-county-wi,0.006213077558620863,5960975
Green Lake County,Wisconsin,WI,19165,55047,green-lake-county-wi,0.0032150780702821266,5960975
Iowa County,Wisconsin,WI,23832,55049,iowa-county-wi,0.003998003682283519,5960975
Iron County,Wisconsin,WI,6164,55051,iron-county-wi,0.0010340590255788693,5960975
Jackson County,Wisconsin,WI,20971,55053,jackson-county-wi,0.0035180486413715875,5960975
